datetime,WDI,R WSP,D GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
2013-12-31T23:50:00Z,279,13.9,17.2,99,99,99,999,1021.1,1.7,7.2,999,99,99
2014-01-01T00:50:00Z,278,12.4,15.5,99,99,99,999,1022.1,1.3,7.3,999,99,99
2014-01-01T01:50:00Z,285,13.3,16.1,99,99,99,999,1022.7,0.7,7.3,999,99,99
2014-01-01T02:50:00Z,282,12.6,15.5,99,99,99,999,1023.7,0.1,7.2,999,99,99
2014-01-01T03:50:00Z,285,11.3,14.3,99,99,99,999,1024.4,-0.5,7.3,999,99,99
2014-01-01T04:50:00Z,284,10.4,13,99,99,99,999,1025.3,-1,7.3,999,99,99
2014-01-01T05:50:00Z,283,10.1,13,99,99,99,999,1025.6,-1.5,7.4,999,99,99
2014-01-01T06:50:00Z,291,9.9,12.2,99,99,99,999,1026.7,-2,7.4,999,99,99
2014-01-01T07:50:00Z,270,9.6,12.8,99,99,99,999,1027.4,-2.2,7.4,999,99,99
2014-01-01T08:50:00Z,290,11.2,13.7,99,99,99,999,1027.6,-1.9,7.4,999,99,99
2014-01-01T09:50:00Z,272,8.8,11.2,99,99,99,999,1028.2,-2,7.5,999,99,99
2014-01-01T10:50:00Z,275,7.8,10.2,99,99,99,999,1028.6,-2.1,7.4,999,99,99
2014-01-01T11:50:00Z,283,7.5,10,99,99,99,999,1028.9,-1.5,7.4,999,99,99
2014-01-01T12:50:00Z,287,6.9,8.8,99,99,99,999,1029.3,-1,7.4,999,99,99
2014-01-01T13:50:00Z,267,6,7.4,99,99,99,999,1029.7,-1.1,7.4,999,99,99
2014-01-01T14:50:00Z,283,5.7,6.9,99,99,99,999,1030.1,-0.8,7.4,999,99,99
2014-01-01T15:50:00Z,285,4.4,6.1,99,99,99,999,1030.1,-0.7,7.4,999,99,99
2014-01-01T16:50:00Z,263,4.7,6.9,99,99,99,999,1029.3,-0.3,7.4,999,99,99
2014-01-01T17:50:00Z,253,4.7,6.2,99,99,99,999,1028.6,0,7.4,999,99,99
2014-01-01T18:50:00Z,264,3.5,4.7,99,99,99,999,1028,0.3,7.4,999,99,99
2014-01-01T19:50:00Z,262,1.2,3,99,99,99,999,1027.7,0.8,7.4,999,99,99
2014-01-01T20:50:00Z,309,0.5,1.3,99,99,99,999,1027.7,0.9,7.4,999,99,99
2014-01-01T21:50:00Z,19,1.9,2.5,99,99,99,999,1027,1.2,7.3,999,99,99
2014-01-01T22:50:00Z,55,2.8,4.2,99,99,99,999,1026.7,1.7,7.2,999,99,99
2014-01-01T23:50:00Z,51,3.5,4.5,99,99,99,999,1026.8,2.2,7.2,999,99,99
2014-01-02T00:50:00Z,67,4.8,6.2,99,99,99,999,1026.4,2.4,7.4,999,99,99
2014-01-02T01:50:00Z,63,6.8,8.5,99,99,99,999,1025.6,2.3,7.6,999,99,99
2014-01-02T02:50:00Z,59,7.9,10,99,99,99,999,1025,2.4,7.7,999,99,99
2014-01-02T03:50:00Z,61,8.9,10.6,99,99,99,999,1024.4,2.7,7.8,999,99,99
2014-01-02T04:50:00Z,62,10,11.9,99,99,99,999,1023.6,2.7,7.9,999,99,99
2014-01-02T05:50:00Z,59,10.6,12.3,99,99,99,999,1022.6,3,7.9,999,99,99
2014-01-02T06:50:00Z,61,11.2,13.1,99,99,99,999,1021.7,3.4,7.9,999,99,99
2014-01-02T07:50:00Z,58,11.7,13.7,99,99,99,999,1020.5,3.2,7.9,999,99,99
2014-01-02T08:50:00Z,62,13,14.6,99,99,99,999,1019,2.6,8,999,99,99
2014-01-02T09:50:00Z,54,12.8,14.7,99,99,99,999,1018.3,2.2,8.2,999,99,99
2014-01-02T10:50:00Z,46,12.6,15.1,99,99,99,999,1017.7,1.4,8.3,999,99,99
2014-01-02T11:50:00Z,47,13.4,16,99,99,99,999,1016.9,1.5,8.2,999,99,99
2014-01-02T12:50:00Z,46,14,17,99,99,99,999,1016.1,1.6,8,999,99,99
2014-01-02T13:50:00Z,46,13.4,16.9,99,99,99,999,1016.1,1.5,8,999,99,99
2014-01-02T14:50:00Z,41,14.3,16.6,99,99,99,999,1015.2,1.2,8,999,99,99
2014-01-02T15:50:00Z,39,13.6,16.4,99,99,99,999,1014.3,1.3,8.1,999,99,99
2014-01-02T16:50:00Z,40,13.2,16.1,99,99,99,999,1012.5,0.7,8.3,999,99,99
2014-01-02T17:50:00Z,34,13.1,15.7,99,99,99,999,1011.4,0.2,8.4,999,99,99
2014-01-02T18:50:00Z,29,12.2,14.5,99,99,99,999,1010.5,0.1,8.5,999,99,99
2014-01-02T19:50:00Z,38,12.2,15.7,99,99,99,999,1009.5,0.1,8.5,999,99,99
2014-01-02T20:50:00Z,35,11.9,15.2,99,99,99,999,1008.8,0.2,7.8,999,99,99
2014-01-02T21:50:00Z,37,12.7,14.9,99,99,99,999,1007.3,0.3,7.6,999,99,99
2014-01-02T22:50:00Z,36,11.9,15.3,99,99,99,999,1007.1,0.3,7.5,999,99,99
2014-01-02T23:50:00Z,23,10.5,12.5,99,99,99,999,1006.4,-1.1,7.5,999,99,99
2014-01-03T00:50:00Z,34,12.8,15.4,99,99,99,999,1004.4,-0.6,7.5,999,99,99
2014-01-03T01:50:00Z,35,13.2,15.9,99,99,99,999,1003.4,-1.1,7.6,999,99,99
2014-01-03T02:50:00Z,25,12.7,15,99,99,99,999,1003.2,-2.1,7.6,999,99,99
2014-01-03T03:50:00Z,25,13.5,15.9,99,99,99,999,1002.8,-3.4,7.5,999,99,99
2014-01-03T04:50:00Z,26,14.2,16.8,99,99,99,999,1002,-4.1,7.5,999,99,99
2014-01-03T05:50:00Z,22,14.9,18.3,99,99,99,999,1000.9,-5.1,7.5,999,99,99
2014-01-03T06:50:00Z,21,15.2,18.7,99,99,99,999,1000.9,-6.1,7.5,999,99,99
2014-01-03T07:50:00Z,4,14.7,18,99,99,99,999,1002.1,-6.9,7.4,999,99,99
2014-01-03T08:50:00Z,353,15.2,18.7,99,99,99,999,1003.1,-7.8,7.2,999,99,99
2014-01-03T09:50:00Z,344,14.8,18.3,99,99,99,999,1004.6,-9,7.1,999,99,99
2014-01-03T10:50:00Z,344,15.6,19.6,99,99,99,999,1006.5,-8.6,7,999,99,99
2014-01-03T11:50:00Z,340,15.6,18.2,99,99,99,999,1008.2,-8.1,6.6,999,99,99
2014-01-03T12:50:00Z,341,17.3,21.6,99,99,99,999,1009.8,-7.7,6.2,999,99,99
2014-01-03T13:50:00Z,331,15.2,18.9,99,99,99,999,1012.1,-7.8,6.1,999,99,99
2014-01-03T14:50:00Z,327,15.2,19.2,99,99,99,999,1014.4,-7.9,6,999,99,99
2014-01-03T15:50:00Z,328,14.4,17.9,99,99,99,999,1015.6,-7.4,5.9,999,99,99
2014-01-03T16:50:00Z,320,12.7,15.7,99,99,99,999,1016.7,-6.7,6,999,99,99
2014-01-03T17:50:00Z,320,12.4,15.2,99,99,99,999,1017.9,-6,6.1,999,99,99
2014-01-03T18:50:00Z,314,12.7,15.6,99,99,99,999,1019.6,-6.1,6.1,999,99,99
2014-01-03T19:50:00Z,318,11.7,15.7,99,99,99,999,1021.6,-6.1,6.1,999,99,99
2014-01-03T20:50:00Z,326,11.8,14.4,99,99,99,999,1022.9,-6.2,6,999,99,99
2014-01-03T21:50:00Z,326,11.3,15.3,99,99,99,999,1024.6,-7,5.9,999,99,99
2014-01-03T22:50:00Z,320,9.5,11.9,99,99,99,999,1027.1,-7.5,5.5,999,99,99
2014-01-03T23:50:00Z,323,8.4,10.9,99,99,99,999,1028.5,-7.9,5.3,999,99,99
2014-01-04T00:50:00Z,318,7.7,10.1,99,99,99,999,1030.3,-8.1,5.3,999,99,99
2014-01-04T01:50:00Z,322,8.1,10.9,99,99,99,999,1030.8,-8.5,5.1,999,99,99
2014-01-04T02:50:00Z,322,7,9.5,99,99,99,999,1031.1,-8.8,4.9,999,99,99
2014-01-04T03:50:00Z,328,6.5,10.1,99,99,99,999,1031.3,-9,4.9,999,99,99
2014-01-04T04:50:00Z,339,5.3,7.2,99,99,99,999,1031.4,-8.9,4.9,999,99,99
2014-01-04T05:50:00Z,338,4.1,6.3,99,99,99,999,1031.8,-9.2,5,999,99,99
2014-01-04T06:50:00Z,333,3.4,5.3,99,99,99,999,1032.7,-9.1,5,999,99,99
2014-01-04T07:50:00Z,309,1.2,2.9,99,99,99,999,1032.7,-8.8,5,999,99,99
2014-01-04T08:50:00Z,19,1.5,2.7,99,99,99,999,1032.6,-8.4,4.9,999,99,99
2014-01-04T09:50:00Z,262,0.7,2.3,99,99,99,999,1032.5,-7.9,4.9,999,99,99
2014-01-04T10:50:00Z,245,2.3,4,99,99,99,999,1032.9,-7.6,4.7,999,99,99
2014-01-04T11:50:00Z,235,3,4.7,99,99,99,999,1033.3,-7.1,4.5,999,99,99
2014-01-04T12:50:00Z,253,4.5,6,99,99,99,999,1034.1,-6.8,4.4,999,99,99
2014-01-04T13:50:00Z,210,5,6.7,99,99,99,999,1033.9,-6.4,4.4,999,99,99
2014-01-04T14:50:00Z,218,5.9,8.3,99,99,99,999,1034,-5.4,4.5,999,99,99
2014-01-04T15:50:00Z,214,6.5,8.8,99,99,99,999,1033.3,-4.6,4.7,999,99,99
2014-01-04T16:50:00Z,215,8.2,10.6,99,99,99,999,1031.7,-3.6,5,999,99,99
2014-01-04T17:50:00Z,226,7.3,9.5,99,99,99,999,1030.8,-3.4,5.3,999,99,99
2014-01-04T18:50:00Z,224,6,7.7,99,99,99,999,1030.1,-3,5.5,999,99,99
2014-01-04T19:50:00Z,224,5.4,6.8,99,99,99,999,1029.8,-2,5.8,999,99,99
2014-01-04T20:50:00Z,214,7.4,9.3,99,99,99,999,1029.2,-0.9,5.9,999,99,99
2014-01-04T21:50:00Z,208,8.3,10.5,99,99,99,999,1028.2,0.3,5.9,999,99,99
2014-01-04T22:50:00Z,206,9.6,11.8,99,99,99,999,1027.4,1.2,5.9,999,99,99
2014-01-04T23:50:00Z,219,9.2,10.9,99,99,99,999,1027.6,1.4,6,999,99,99
2014-01-05T00:50:00Z,222,9.8,11.9,99,99,99,999,1027.4,1.6,6.2,999,99,99
2014-01-05T01:50:00Z,231,9.1,10.8,99,99,99,999,1027.2,1.6,6.2,999,99,99
2014-01-05T02:50:00Z,229,9.7,11.8,99,99,99,999,1027,1.8,6.3,999,99,99
2014-01-05T03:50:00Z,232,10,11.9,99,99,99,999,1026.3,2.2,6.2,999,99,99
2014-01-05T04:50:00Z,237,10.6,12.2,99,99,99,999,1026.3,2.2,6.2,999,99,99
2014-01-05T05:50:00Z,241,9.1,10.6,99,99,99,999,1025.5,2.6,6.1,999,99,99
2014-01-05T06:50:00Z,241,9.5,10.6,99,99,99,999,1025.5,3,6.4,999,99,99
2014-01-05T07:50:00Z,237,8.7,10.4,99,99,99,999,1025.9,3.2,6.4,999,99,99
2014-01-05T08:50:00Z,246,7.2,8.5,99,99,99,999,1025.9,2.6,6.3,999,99,99
2014-01-05T09:50:00Z,232,7.1,8.6,99,99,99,999,1025.7,2.8,6.4,999,99,99
2014-01-05T10:50:00Z,238,6.5,7.8,99,99,99,999,1025.8,3.1,6.3,999,99,99
2014-01-05T11:50:00Z,244,5.1,6.3,99,99,99,999,1025.7,3,6.3,999,99,99
2014-01-05T12:50:00Z,240,3.3,4.2,99,99,99,999,1026,2.9,6.2,999,99,99
2014-01-05T13:50:00Z,264,1.4,2.2,99,99,99,999,1026.6,2.6,6.1,999,99,99
2014-01-05T14:50:00Z,237,2.1,2.9,99,99,99,999,1026.7,2.7,5.9,999,99,99
2014-01-05T15:50:00Z,302,1.6,2.2,99,99,99,999,1025.8,2.8,5.9,999,99,99
2014-01-05T16:50:00Z,24,2.9,3.7,99,99,99,999,1024,2.6,6,999,99,99
2014-01-05T17:50:00Z,35,4.7,5.7,99,99,99,999,1022.8,2.7,6.1,999,99,99
2014-01-05T18:50:00Z,43,5.2,5.9,99,99,99,999,1022,2.5,6.3,999,99,99
2014-01-05T19:50:00Z,58,5.3,6.4,99,99,99,999,1021.7,3.6,6.4,999,99,99
2014-01-05T20:50:00Z,57,6.7,7.8,99,99,99,999,1021.2,3.8,6.3,999,99,99
2014-01-05T21:50:00Z,74,8.5,10.1,99,99,99,999,1019.7,4.8,6.2,999,99,99
2014-01-05T22:50:00Z,93,6.9,8.5,99,99,99,999,1018.4,6.4,6.1,999,99,99
2014-01-05T23:50:00Z,92,5.8,6.5,99,99,99,999,1017.4,7.2,6.1,999,99,99
2014-01-06T00:50:00Z,104,6,6.6,99,99,99,999,1015.6,8.2,6.2,999,99,99
2014-01-06T01:50:00Z,148,8,9.4,99,99,99,999,1014.3,9,6.2,999,99,99
2014-01-06T02:50:00Z,143,8.8,10.3,99,99,99,999,1012.4,9,6.3,999,99,99
2014-01-06T03:50:00Z,142,8.6,9.8,99,99,99,999,1010.2,9.1,6.2,999,99,99
2014-01-06T04:50:00Z,149,9.8,12,99,99,99,999,1008.2,9.4,6.2,999,99,99
2014-01-06T05:50:00Z,153,9.3,10.5,99,99,99,999,1006.5,9.8,6.2,999,99,99
2014-01-06T06:50:00Z,163,9.6,11.1,99,99,99,999,1005.2,9.8,6.2,999,99,99
2014-01-06T07:50:00Z,190,9.6,11.4,99,99,99,999,1004.7,10.1,6.2,999,99,99
2014-01-06T08:50:00Z,186,9.6,11.7,99,99,99,999,1003.1,9.6,6.3,999,99,99
2014-01-06T09:50:00Z,169,8.6,9.5,99,99,99,999,1001.1,8.8,6.3,999,99,99
2014-01-06T10:50:00Z,173,11,13.4,99,99,99,999,999.6,10.4,6.3,999,99,99
2014-01-06T11:50:00Z,173,11.1,13.1,99,99,99,999,998.3,10.3,6.3,999,99,99
2014-01-06T12:50:00Z,180,10.4,12.2,99,99,99,999,997.6,10.1,6.3,999,99,99
2014-01-06T13:50:00Z,191,8.5,10.2,99,99,99,999,997.4,9.1,6.4,999,99,99
2014-01-06T14:50:00Z,283,11.4,14.7,99,99,99,999,999,8.1,6.4,999,99,99
2014-01-06T15:50:00Z,255,7,9.2,99,99,99,999,998.7,7.3,6.4,999,99,99
2014-01-06T16:50:00Z,251,7,8.1,99,99,99,999,997.5,7.3,6.4,999,99,99
2014-01-06T17:50:00Z,277,11.7,14.7,99,99,99,999,997.2,6.8,6.4,999,99,99
2014-01-06T18:50:00Z,273,11.8,13.5,99,99,99,999,998.6,4.4,6.3,999,99,99
2014-01-06T19:50:00Z,264,10.1,12.5,99,99,99,999,998.7,4.3,6.3,999,99,99
2014-01-06T20:50:00Z,274,10.1,12.8,99,99,99,999,998.8,4.6,6.3,999,99,99
2014-01-06T21:50:00Z,275,12.9,15.7,99,99,99,999,999.2,4.4,6.3,999,99,99
2014-01-06T22:50:00Z,272,13.3,16.1,99,99,99,999,1000.2,3.5,6.3,999,99,99
2014-01-06T23:50:00Z,270,13.4,15.7,99,99,99,999,1001.4,2.8,6.2,999,99,99
2014-01-07T00:50:00Z,266,14.5,17.5,99,99,99,999,1002.5,1.9,6.2,999,99,99
2014-01-07T01:50:00Z,269,14.1,17.5,99,99,99,999,1003.4,0.9,6.2,999,99,99
2014-01-07T02:50:00Z,265,15.5,18.7,99,99,99,999,1003.7,0.1,6.1,999,99,99
2014-01-07T03:50:00Z,273,13.9,16.9,99,99,99,999,1004.5,-1.3,6.1,999,99,99
2014-01-07T04:50:00Z,276,16.3,20.3,99,99,99,999,1005.8,-4.9,6.1,999,99,99
2014-01-07T05:50:00Z,280,17.1,21.1,99,99,99,999,1007.5,-7.3,6,999,99,99
2014-01-07T06:50:00Z,276,17.1,21.1,99,99,99,999,1009.5,-9.3,6,999,99,99
2014-01-07T07:50:00Z,277,17.1,20.8,99,99,99,999,1011.6,-10,5.9,999,99,99
2014-01-07T08:50:00Z,273,15.7,20.2,99,99,99,999,1013,-10.6,5.9,999,99,99
2014-01-07T09:50:00Z,275,16.5,20.6,99,99,99,999,1014.5,-11.2,5.8,999,99,99
2014-01-07T10:50:00Z,266,13.9,18.4,99,99,99,999,1016.6,-12.2,5.8,999,99,99
2014-01-07T11:50:00Z,270,14.5,18,99,99,99,999,1018.2,-12.7,5.7,999,99,99
2014-01-07T12:50:00Z,268,14.5,19.1,99,99,99,999,1019.8,-13.2,5.7,999,99,99
2014-01-07T13:50:00Z,273,15,18.2,99,99,99,999,1021,-13.2,5.6,999,99,99
2014-01-07T14:50:00Z,269,14.7,18.1,99,99,99,999,1022.5,-13.3,5.5,999,99,99
2014-01-07T15:50:00Z,279,14.9,19.2,99,99,99,999,1022.9,-13.1,5.4,999,99,99
2014-01-07T16:50:00Z,283,13.6,16.9,99,99,99,999,1021.9,-12.8,5.4,999,99,99
2014-01-07T17:50:00Z,272,12.9,17.2,99,99,99,999,1022.2,-12.5,5.4,999,99,99
2014-01-07T18:50:00Z,267,11.4,14.6,99,99,99,999,1022.8,-12.1,5.5,999,99,99
2014-01-07T19:50:00Z,255,12,15.6,99,99,99,999,1023.3,-11.6,5.6,999,99,99
2014-01-07T20:50:00Z,266,11.8,15.7,99,99,99,999,1023.8,-11.3,5.6,999,99,99
2014-01-07T21:50:00Z,264,12.3,14.4,99,99,99,999,1024.8,-11.2,5.6,999,99,99
2014-01-07T22:50:00Z,273,11.2,14.5,99,99,99,999,1025.4,-10.8,5.6,999,99,99
2014-01-07T23:50:00Z,280,12.5,15.7,99,99,99,999,1026,-10.3,5.7,999,99,99
2014-01-08T01:50:00Z,273,12.1,15.4,99,99,99,999,1027.7,-10.2,5.9,999,99,99
2014-01-08T02:50:00Z,270,12.6,15.9,99,99,99,999,1028.8,-10.1,6.4,999,99,99
2014-01-08T03:50:00Z,271,12,15.2,99,99,99,999,1029.3,-10.3,6.7,999,99,99
2014-01-08T04:50:00Z,269,11.4,16,99,99,99,999,1029.4,-10.2,6.9,999,99,99
2014-01-08T05:50:00Z,271,11.7,15.6,99,99,99,999,1029.9,-10.3,6.8,999,99,99
2014-01-08T06:50:00Z,273,11,14.6,99,99,99,999,1030.4,-10.2,6.7,999,99,99
2014-01-08T07:50:00Z,276,11.2,13.5,99,99,99,999,1031.3,-9.9,6.9,999,99,99
2014-01-08T08:50:00Z,280,10.1,13.2,99,99,99,999,1031.5,-10.3,7.2,999,99,99
2014-01-08T09:50:00Z,294,10,12.7,99,99,99,999,1031.9,-9.6,7.2,999,99,99
2014-01-08T10:50:00Z,302,8.2,11.1,99,99,99,999,1032.3,-10,6.6,999,99,99
2014-01-08T11:50:00Z,299,8.5,10.7,99,99,99,999,1033.1,-10.1,6.5,999,99,99
2014-01-08T12:50:00Z,281,9.4,11.5,99,99,99,999,1034.4,-9.9,6.5,999,99,99
2014-01-08T13:50:00Z,282,7.4,9.9,99,99,99,999,1035.4,-10.1,6.5,999,99,99
2014-01-08T14:50:00Z,288,7.3,9.9,99,99,99,999,1035.6,-9.9,6.6,999,99,99
2014-01-08T15:50:00Z,287,7,9.3,99,99,99,999,1034.8,-9.5,6.6,999,99,99
2014-01-08T16:50:00Z,299,7.1,8.8,99,99,99,999,1033.3,-8.3,6.6,999,99,99
2014-01-08T17:50:00Z,283,6.5,8.8,99,99,99,999,1032.7,-7.6,7.2,999,99,99
2014-01-08T18:50:00Z,280,5.7,8.5,99,99,99,999,1032.6,-6.7,7.2,999,99,99
2014-01-08T19:50:00Z,266,6.4,8.3,99,99,99,999,1032.4,-5.5,7.3,999,99,99
2014-01-08T20:50:00Z,267,7.9,10.3,99,99,99,999,1032.7,-4.6,5.9,999,99,99
2014-01-08T21:50:00Z,269,7.5,9.6,99,99,99,999,1032.9,-4.7,5.4,999,99,99
2014-01-08T22:50:00Z,275,7.7,9.9,99,99,99,999,1033,-4.4,5.4,999,99,99
2014-01-08T23:50:00Z,277,8.5,10,99,99,99,999,1033.9,-4.1,5.3,999,99,99
2014-01-09T00:50:00Z,275,9.3,10.7,99,99,99,999,1034.3,-4.3,5.5,999,99,99
2014-01-09T01:50:00Z,274,9,11.1,99,99,99,999,1034.4,-4,5.5,999,99,99
2014-01-09T02:50:00Z,268,9.2,11.1,99,99,99,999,1033.9,-3.8,5.6,999,99,99
2014-01-09T03:50:00Z,260,8.2,9.5,99,99,99,999,1034,-3.4,5.8,999,99,99
2014-01-09T04:50:00Z,262,8.2,10.1,99,99,99,999,1033.5,-3,6,999,99,99
2014-01-09T05:50:00Z,267,6.9,9.1,99,99,99,999,1032.9,-2.6,6.1,999,99,99
2014-01-09T06:50:00Z,266,7.4,9,99,99,99,999,1033.2,-2.4,6.9,999,99,99
2014-01-09T07:50:00Z,270,7.4,9,99,99,99,999,1033.8,-2.6,7.3,999,99,99
2014-01-09T08:50:00Z,278,7.5,9.2,99,99,99,999,1034.2,-2.5,7.2,999,99,99
2014-01-09T09:50:00Z,278,7.2,9.2,99,99,99,999,1034.3,-2.5,7.2,999,99,99
2014-01-09T10:50:00Z,290,8,10.1,99,99,99,999,1035.6,-2.8,5.9,999,99,99
2014-01-09T11:50:00Z,325,7.2,9.5,99,99,99,999,1035.9,-2.6,5.8,999,99,99
2014-01-09T12:50:00Z,339,6.3,8.5,99,99,99,999,1036.8,-3,5.5,999,99,99
2014-01-09T13:50:00Z,349,5.6,7.3,99,99,99,999,1037.9,-2.9,5.3,999,99,99
2014-01-09T14:50:00Z,335,5.3,6.9,99,99,99,999,1038.4,-2.7,5.5,999,99,99
2014-01-09T15:50:00Z,340,5,7,99,99,99,999,1038.5,-2.5,5.2,999,99,99
2014-01-09T16:50:00Z,5,3.7,5.7,99,99,99,999,1037.6,-2.3,5.3,999,99,99
2014-01-09T17:50:00Z,351,1.9,4.3,99,99,99,999,1036.9,-2,5.3,999,99,99
2014-01-09T18:50:00Z,353,1,1.8,99,99,99,999,1036.9,-1.6,5.4,999,99,99
2014-01-09T19:50:00Z,278,0.4,1.3,99,99,99,999,1037.1,-0.9,5.4,999,99,99
2014-01-09T20:50:00Z,311,1,2.2,99,99,99,999,1037.4,-1.1,5.3,999,99,99
2014-01-09T21:50:00Z,313,0.8,1.8,99,99,99,999,1037.7,-1.3,5.2,999,99,99
2014-01-09T22:50:00Z,262,0.3,1,99,99,99,999,1037.9,-1.3,5,999,99,99
2014-01-09T23:50:00Z,111,0.1,0.8,99,99,99,999,1038.2,-1.1,4.9,999,99,99
2014-01-10T00:50:00Z,110,2.3,3.6,99,99,99,999,1038.2,-0.8,4.9,999,99,99
2014-01-10T01:50:00Z,116,3.9,4.9,99,99,99,999,1037.5,-0.4,5,999,99,99
2014-01-10T02:50:00Z,121,4.9,6.3,99,99,99,999,1037,-0.2,5.1,999,99,99
2014-01-10T03:50:00Z,126,4.1,5.6,99,99,99,999,1037.2,0.1,5,999,99,99
2014-01-10T04:50:00Z,127,3.1,4.2,99,99,99,999,1036.2,0.7,5,999,99,99
2014-01-10T05:50:00Z,121,2.1,3.1,99,99,99,999,1035.2,1.6,5,999,99,99
2014-01-10T06:50:00Z,177,4.8,6.1,99,99,99,999,1034.7,3.2,5.1,999,99,99
2014-01-10T07:50:00Z,165,3.4,4.5,99,99,99,999,1034.7,3.5,5.2,999,99,99
2014-01-10T08:50:00Z,197,2.5,3.5,99,99,99,999,1034.1,3.7,5.1,999,99,99
2014-01-10T09:50:00Z,349,4.2,5,99,99,99,999,1033.1,2.7,5.1,999,99,99
2014-01-10T10:50:00Z,18,4.7,5.3,99,99,99,999,1032.8,1.9,5.1,999,99,99
2014-01-10T11:50:00Z,32,3.9,4.5,99,99,99,999,1032.5,2.4,5.1,999,99,99
2014-01-10T12:50:00Z,36,3.6,4.3,99,99,99,999,1032.4,2.6,5.1,999,99,99
2014-01-10T13:50:00Z,44,4.4,5.1,99,99,99,999,1032.4,2.5,5.1,999,99,99
2014-01-10T14:50:00Z,41,3.4,4.4,99,99,99,999,1032.6,2.4,5,999,99,99
2014-01-10T15:50:00Z,58,2.5,3.1,99,99,99,999,1032.1,2.8,5,999,99,99
2014-01-10T16:50:00Z,107,2.4,2.8,99,99,99,999,1030.6,3.6,5.1,999,99,99
2014-01-10T17:50:00Z,83,3.4,3.9,99,99,99,999,1029,3.9,5.3,999,99,99
2014-01-10T18:50:00Z,21,2.7,3.1,99,99,99,999,1028.6,4.2,5.3,999,99,99
2014-01-10T19:50:00Z,28,4.4,5.2,99,99,99,999,1028.4,3.3,5.3,999,99,99
2014-01-10T20:50:00Z,34,3.9,4.5,99,99,99,999,1028.2,3.6,5.2,999,99,99
2014-01-10T21:50:00Z,72,3.6,4.3,99,99,99,999,1027.7,4.1,5.2,999,99,99
2014-01-10T22:50:00Z,79,3.5,4.1,99,99,99,999,1027.4,4.7,5.3,999,99,99
2014-01-10T23:50:00Z,88,3.8,4.3,99,99,99,999,1026.9,5,5.2,999,99,99
2014-01-11T00:50:00Z,62,2.5,3,99,99,99,999,1026.6,5.1,5.2,999,99,99
2014-01-11T01:50:00Z,76,2.4,2.8,99,99,99,999,1026.2,5.1,5.2,999,99,99
2014-01-11T02:50:00Z,95,2.7,3,99,99,99,999,1025.3,5.2,5.2,999,99,99
2014-01-11T03:50:00Z,102,3,3.3,99,99,99,999,1024.5,5.7,5.2,999,99,99
2014-01-11T04:50:00Z,128,4.3,4.6,99,99,99,999,1023.3,6.3,5.2,999,99,99
2014-01-11T05:50:00Z,140,4.5,5,99,99,99,999,1021.8,7,5.3,999,99,99
2014-01-11T06:50:00Z,142,5.6,6.3,99,99,99,999,1020.5,7.5,5.3,999,99,99
2014-01-11T07:50:00Z,142,6.1,7,99,99,99,999,1019.3,7.9,5.4,999,99,99
2014-01-11T08:50:00Z,144,6.1,7.1,99,99,99,999,1018.2,7.8,5.6,999,99,99
2014-01-11T09:50:00Z,147,8.3,9.3,99,99,99,999,1016.6,8.3,5.7,999,99,99
2014-01-11T10:50:00Z,162,9.5,10.6,99,99,99,999,1015,9.1,5.8,999,99,99
2014-01-11T11:50:00Z,160,8.8,9.9,99,99,99,999,1013.5,9.2,5.8,999,99,99
2014-01-11T12:50:00Z,174,8.7,9.9,99,99,99,999,1012.8,9.5,5.9,999,99,99
2014-01-11T13:50:00Z,187,7.6,8.6,99,99,99,999,1012.2,9,5.9,999,99,99
2014-01-11T14:50:00Z,191,7.2,8.5,99,99,99,999,1011.5,8.5,5.8,999,99,99
2014-01-11T15:50:00Z,177,9.4,11.8,99,99,99,999,1009.1,9.7,5.7,999,99,99
2014-01-11T16:50:00Z,170,11,12.6,99,99,99,999,1006.3,10.1,5.8,999,99,99
2014-01-11T17:50:00Z,164,10.9,12.4,99,99,99,999,1003.1,10.1,5.8,999,99,99
2014-01-11T18:50:00Z,210,9.3,13.5,99,99,99,999,1001.7,10.2,5.9,999,99,99
2014-01-11T19:50:00Z,190,7.8,9.4,99,99,99,999,1000.2,8.7,5.8,999,99,99
2014-01-11T20:50:00Z,183,9.8,11.9,99,99,99,999,998.8,9,5.8,999,99,99
2014-01-11T21:50:00Z,192,9.1,10.8,99,99,99,999,997.6,9,5.8,999,99,99
2014-01-11T22:50:00Z,233,10.8,13.8,99,99,99,999,998.3,10.9,5.8,999,99,99
2014-01-11T23:50:00Z,198,4.9,5.8,99,99,99,999,998.3,8.7,5.9,999,99,99
2014-01-12T00:50:00Z,168,4.5,5.2,99,99,99,999,996.7,8.3,5.9,999,99,99
2014-01-12T01:50:00Z,160,6.7,8,99,99,99,999,995.5,7.8,5.9,999,99,99
2014-01-12T02:50:00Z,202,8.1,9.7,99,99,99,999,996.8,8.4,5.8,999,99,99
2014-01-12T03:50:00Z,200,9.4,11.2,99,99,99,999,997,7.9,5.2,999,99,99
2014-01-12T04:50:00Z,202,8.1,9.4,99,99,99,999,996.2,7.3,5.2,999,99,99
2014-01-12T05:50:00Z,204,7.3,8.8,99,99,99,999,996.3,7.4,5.3,999,99,99
